latitude,longitude,location,newlocation,country,image_filename
44.08487932,111.1884431,"Сайншанд - Замын-Үүд, Mongolia","Sainshand  ZamynUud, Mongolia",Mongolia,20.jpg
-24.09338219,-50.35383822,"Rodovia Engenheiro Ângelo Ferrário Lopes, Lago Azul, Curiúva - PR, Brazil","Rodovia Engenheiro Angelo Ferrario Lopes, Lago Azul, Curiuva  PR, Brazil",Brazil,21.jpg
-39.71868496,-70.57281281,"Calcatre, Ruta Nacional 40, Departamento Catán Lil, Neuquén Province, Argentina","Calcatre, Ruta Nacional 40, Departamento Catan Lil, Neuquen Province, Argentina",Argentina,22.jpg
54.43463978,36.36091837,"«Золотое кольцо», Крутицы, Kaluga Oblast, Russia","Zolotoe koltso, Krutitsy, Kaluga Oblast, Russia",Russia,23.jpg
-7.119905295,111.5604725,"unnamed road, Blora 58312, Central Java, Indonesia","unnamed road, Blora 58312, Central Java, Indonesia",Indonesia,24.jpg
-14.94045156,143.5541589,"Peninsula Developmental Road, Yarraden QLD, Australia","Peninsula Developmental Road, Yarraden QLD, Australia",Australia,25.jpg
46.96431593,91.45170002,"Monkh Khairkhan National Park, Mongolia","Monkh Khairkhan National Park, Mongolia",Mongolia,26.jpg
41.84265812,33.73204022,"Kastamonu-İnebolu yolu, Küre, Turkey","KastamonuInebolu yolu, Kure, Turkey",Turkey,27.jpg
-32.36562311,-66.93578981,"La Pampa Grande, Ruta Nacional 20, Belgrano, San Luis, Argentina","La Pampa Grande, Ruta Nacional 20, Belgrano, San Luis, Argentina",Argentina,28.jpg
-33.07499177,-64.72527751,"Ruta Provincial 30, Departamento Río Cuarto, Córdoba, Argentina","Ruta Provincial 30, Departamento Rio Cuarto, Cordoba, Argentina",Argentina,29.jpg
46.46690779,19.61027161,"6136 Harkakötöny, Árpád utca ., Hungary","6136 Harkakotony, Arpad utca, Hungary",Hungary,30.jpg
-8.709749021,-69.55795021,"BR-364, Manoel Urbano, Manoel Urbano - AC, Brazil","BR364, Manoel Urbano, Manoel Urbano  AC, Brazil",Brazil,31.jpg
-33.91484881,-57.76251157,"Ruta 12 Doctor Luis Alberto de Herrera, Soriano, Uruguay","Ruta 12 Doctor Luis Alberto de Herrera, Soriano, Uruguay",Uruguay,32.jpg
37.41052793,40.84768713,"47-01, Yeşilli, Turkey","4701, Yesilli, Turkey",Turkey,33.jpg
1.215827407,34.73411179,"Kitale-Suam Road, Trans-Nzoia County, Kenya","KitaleSuam Road, TransNzoia County, Kenya",Kenya,34.jpg
-28.30400068,24.55413662,"R371, Dikgatlong Ward 5, Dikgatlong Local Municipality, South Africa","R371, Dikgatlong Ward 5, Dikgatlong Local Municipality, South Africa",South Africa,35.jpg
12.20986266,105.3137642,"71, Bos Khnor, Cambodia","71, Bos Khnor, Cambodia",Cambodia,36.jpg
-32.31093668,125.1562395,"Eyre Highway, Balladonia WA, Australia","Eyre Highway, Balladonia WA, Australia",Australia,37.jpg
50.07412767,18.82259308,"Świerkowa 38, 43-186 Orzesze, Poland","Swierkowa 38, 43186 Orzesze, Poland",Poland,38.jpg
-31.88003046,141.7919382,"Barrier Highway, Broken Hill NSW, Australia","Barrier Highway, Broken Hill NSW, Australia",Australia,39.jpg
42.29721959,24.92379086,"unnamed road, кв. Секирово, Rakovski 4150, Bulgaria","unnamed road, kv Sekirovo, Rakovski 4150, Bulgaria",Bulgaria,40.jpg
-37.78817006,144.2142406,"3359 Geelong-ballan Road, Beremboke VIC 3342, Australia","3359 Geelongballan Road, Beremboke VIC 3342, Australia",Australia,41.jpg
-18.1015108,135.6636376,"Tablelands Highway, Creswell NT, Australia","Tablelands Highway, Creswell NT, Australia",Australia,42.jpg
8.872528612,11.41777784,"unnamed road, Jalingo, Taraba State, Nigeria","unnamed road, Jalingo, Taraba State, Nigeria",Nigeria,43.jpg
0.61424489,39.23578178,"Garissa-Modogashe Road, Mado Gashi, Kenya","GarissaModogashe Road, Mado Gashi, Kenya",Kenya,44.jpg
-47.66708386,-67.99612516,"Bosque petrificado Jaramillo, Ruta Provincial 49, Deseado, Santa Cruz Province, Argentina","Bosque petrificado Jaramillo, Ruta Provincial 49, Deseado, Santa Cruz Province, Argentina",Argentina,45.jpg
51.21399069,34.11921872,"Р-44, Konotop Raion, Буринська міська громада, Sumy Oblast, 41811, Ukraine","R44, Konotop Raion, Burinska miska gromada, Sumy Oblast, 41811, Ukraine",Ukraine,46.jpg
-25.86926098,143.3897193,"Eromanga, Quilpie Shire, Queensland, Australia","Eromanga, Quilpie Shire, Queensland, Australia",Australia,47.jpg
65.78097231,45.03256739,"11К-502, Arkhangelsk Oblast, Russia","11K502, Arkhangelsk Oblast, Russia",Russia,48.jpg
-21.97059913,133.4859638,"Stuart Highway, Anmatjere NT, Australia","Stuart Highway, Anmatjere NT, Australia",Australia,49.jpg
-0.908052928,-60.51686807,"Rodovia Manaus - Boa Vista, Presidente Figueiredo, Presidente Figueiredo - AM, Brazil","Rodovia Manaus  Boa Vista, Presidente Figueiredo, Presidente Figueiredo  AM, Brazil",Brazil,50.jpg
-33.74513013,24.63639357,"R332, Kouga Ward 10, Kouga Local Municipality, South Africa","R332, Kouga Ward 10, Kouga Local Municipality, South Africa",South Africa,51.jpg
-18.22216565,142.8091744,"Gulf Developmental Road, Gilbert River QLD, Australia","Gulf Developmental Road, Gilbert River QLD, Australia",Australia,52.jpg
-11.55804735,-51.02835867,"MT-242, São Félix do Araguaia - MT, Brazil","MT242, Sao Felix do Araguaia  MT, Brazil",Brazil,53.jpg
-36.49550658,-60.79786056,"San Antonio, Ruta Nacional 226, Partido de Olavarría, Buenos Aires, Argentina","San Antonio, Ruta Nacional 226, Partido de Olavarria, Buenos Aires, Argentina",Argentina,54.jpg
-10.05753479,-67.96381212,"unnamed road, Rio Branco, Rio Branco - AC, Brazil","unnamed road, Rio Branco, Rio Branco  AC, Brazil",Brazil,55.jpg
-38.34482905,-68.53479239,"Ruta Provincial 17, Departamento Añelo, Neuquén Province, Argentina","Ruta Provincial 17, Departamento Anelo, Neuquen Province, Argentina",Argentina,56.jpg
-34.69906513,150.6869225,"425 Brogers Creek Road, Brogers Creek NSW 2535, Australia","425 Brogers Creek Road, Brogers Creek NSW 2535, Australia",Australia,57.jpg
47.44302153,109.7139337,"Murun - Jargaltkhaan, Jargaltkhaan, Mongolia","Murun  Jargaltkhaan, Jargaltkhaan, Mongolia",Mongolia,58.jpg
-0.6317656,114.5728442,"Jalan Puruk Batu Bondang, Puruk Cahu 73911, Central Kalimantan, Indonesia","Jalan Puruk Batu Bondang, Puruk Cahu 73911, Central Kalimantan, Indonesia",Indonesia,59.jpg
61.31526074,13.17819543,"Staviknäs, W 1033, Malung-Sälens kommun, Sweden","Staviknas, W 1033, MalungSalens kommun, Sweden",Sweden,60.jpg
-24.94086411,-51.8722132,"unnamed road, Santa Maria do Oeste - PR, Brazil","unnamed road, Santa Maria do Oeste  PR, Brazil",Brazil,61.jpg
-13.32046327,-46.57150539,"GO-447, Divinópolis de Goiás, Região Geográfica Intermediária de Luziânia-Águas Lindas de Goiás - GO, Brazil","GO447, Divinopolis de Goias, Regiao Geografica Intermediaria de LuzianiaAguas Lindas de Goias  GO, Brazil",Brazil,62.jpg
45.28486938,19.13481545,"Рибља чарда Нећко, Дунавска, 21429 Bac Municipality, Serbia","Riblja charda Netshko, Dunavska, 21429 Bac Municipality, Serbia",Serbia,63.jpg
7.008317748,-1.135487356,"unnamed road, Drobonso, Ghana","unnamed road, Drobonso, Ghana",Ghana,64.jpg
53.94779355,-7.368339321,"unnamed road, County Cavan, H12, Ireland","unnamed road, County Cavan, H12, Ireland",Ireland,65.jpg
-31.56551477,23.26475001,"R63, Ubuntu Ward 3, Ubuntu Local Municipality, South Africa","R63, Ubuntu Ward 3, Ubuntu Local Municipality, South Africa",South Africa,66.jpg
62.26787276,71.5740811,"Ай Пим, Khanty-Mansiysk Autonomous Okrug – Ugra, Russia","Ai Pim, KhantyMansiysk Autonomous Okrug  Ugra, Russia",Russia,67.jpg
52.7673824,15.70489913,"unnamed road, 66-535 Gościm, Poland","unnamed road, 66535 Goscim, Poland",Poland,68.jpg
-10.13769629,-38.29619025,"BR-110, Caritá, Jeremoabo - BA, Brazil","BR110, Carita, Jeremoabo  BA, Brazil",Brazil,69.jpg
19.16703741,-90.22266794,"unnamed road, Chilam Balam, CAM, Mexico","unnamed road, Chilam Balam, CAM, Mexico",Mexico,70.jpg
-17.28613568,-47.72384443,"GO-020, Campo Alegre de Goiás, Região Geográfica Intermediária de Goiânia - GO, Brazil","GO020, Campo Alegre de Goias, Regiao Geografica Intermediaria de Goiania  GO, Brazil",Brazil,71.jpg
45.70617391,113.6875534,"Dariganga - Baruun Urt, Baruun-Urt, Mongolia","Dariganga  Baruun Urt, BaruunUrt, Mongolia",Mongolia,72.jpg
74.11044158,-57.04101478,"Nuussuaq, Avannaata, Greenland","Nuussuaq, Avannaata, Greenland",Greenland,73.jpg
-28.92102237,-56.09919089,"BR-472, Maçambará, Região Geográfica Intermediária de Uruguaiana - RS, Brazil","BR472, Macambara, Regiao Geografica Intermediaria de Uruguaiana  RS, Brazil",Brazil,74.jpg
54.12772464,50.38180425,"село Надеждино, Надеждино, Samara Oblast, Russia","selo Nadezhdino, Nadezhdino, Samara Oblast, Russia",Russia,75.jpg
-33.26757068,-66.05035469,"Autopista El Saladillo, Coronel Pringles, San Luis, Argentina","Autopista El Saladillo, Coronel Pringles, San Luis, Argentina",Argentina,76.jpg
61.48971357,152.213058,"Kolyma Highway, Magadan Oblast, Russia","Kolyma Highway, Magadan Oblast, Russia",Russia,77.jpg
52.87308704,18.63809217,"Toruńska 65A, 87-710 Służewo, Poland","Torunska 65A, 87710 Sluzewo, Poland",Poland,78.jpg
-38.93490392,-63.62099336,"Ruta Nacional 22, Departamento Caleu Caleu, La Pampa, Argentina","Ruta Nacional 22, Departamento Caleu Caleu, La Pampa, Argentina",Argentina,79.jpg
-32.06710472,122.4329057,"Eyre Highway, Fraser Range WA, Australia","Eyre Highway, Fraser Range WA, Australia",Australia,80.jpg
-16.7103883,-40.89586267,"Fazenda Havana, MG-205, Joaíma - MG, Brazil","Fazenda Havana, MG205, Joaima  MG, Brazil",Brazil,81.jpg
45.44176053,27.09637794,"Râmnicu Sărat, Buzău, Romania","Ramnicu Sarat, Buzau, Romania",Romania,82.jpg
-37.27810852,-60.85006382,"Ruta Provincial 51 Eduardo Laporte, Partido de Laprida, Buenos Aires, Argentina","Ruta Provincial 51 Eduardo Laporte, Partido de Laprida, Buenos Aires, Argentina",Argentina,83.jpg
-29.34606998,145.8624103,"Mitchell Highway, Enngonia NSW 2840, Australia","Mitchell Highway, Enngonia NSW 2840, Australia",Australia,84.jpg
6.454779668,-74.02551717,"Vía Puerto Araujo - Cimitarra, Cimitarra, SAN, Colombia","Via Puerto Araujo  Cimitarra, Cimitarra, SAN, Colombia",Colombia,85.jpg
-5.481198587,-36.91136417,"Rodovia Governador Cortez Pereira, Assu, Assu - RN, Brazil","Rodovia Governador Cortez Pereira, Assu, Assu  RN, Brazil",Brazil,86.jpg
15.67148648,80.21530466,"Bapatla, Munnamvaripalem - 523135, Andhra Pradesh, India","Bapatla, Munnamvaripalem  523135, Andhra Pradesh, India",India,87.jpg
-27.95519636,119.4579991,"Mount Magnet Leinster Road, Sandstone WA, Australia","Mount Magnet Leinster Road, Sandstone WA, Australia",Australia,88.jpg
-28.78416214,-49.98234081,"Rodovia Teixeirinha, São Gonçalo, Região Geográfica Intermediária de Caxias do Sul - RS, Brazil","Rodovia Teixeirinha, Sao Goncalo, Regiao Geografica Intermediaria de Caxias do Sul  RS, Brazil",Brazil,89.jpg
-1.109477491,-60.45898496,"Rodovia Manaus - Boa Vista, Presidente Figueiredo, Presidente Figueiredo - AM, Brazil","Rodovia Manaus  Boa Vista, Presidente Figueiredo, Presidente Figueiredo  AM, Brazil",Brazil,90.jpg
-5.592944878,-45.15258465,"Estrada Fernando Falcão, Jussara, Barra do Corda - MA, Brazil","Estrada Fernando Falcao, Jussara, Barra do Corda  MA, Brazil",Brazil,91.jpg
-51.01029846,-71.1768602,"Ea. La Vanguardia, Ruta Nacional 40, Güer Aike, Santa Cruz Province, Argentina","Ea La Vanguardia, Ruta Nacional 40, Guer Aike, Santa Cruz Province, Argentina",Argentina,92.jpg
62.10722964,117.6362566,"Сунтарский наслег, Suntarsky Ulus, Russia","Suntarskii nasleg, Suntarsky Ulus, Russia",Russia,93.jpg
51.2865315,19.49078378,"Kaliska, 97-371 Parzniewice, Poland","Kaliska, 97371 Parzniewice, Poland",Poland,94.jpg
9.176363313,0.018828959,"N2, Bimbilla, Ghana","N2, Bimbilla, Ghana",Ghana,95.jpg
58.7544737,68.94844179,"Р-404, Tyumen Oblast, Russia","R404, Tyumen Oblast, Russia",Russia,96.jpg
-22.77372312,29.35571295,"D854, Makhado Ward 21, Makhado Local Municipality, South Africa","D854, Makhado Ward 21, Makhado Local Municipality, South Africa",South Africa,97.jpg
-9.939063735,-57.1301069,"MT-208, Nova Monte Verde, Região Geográfica Intermediária de Sinop - MT, Brazil","MT208, Nova Monte Verde, Regiao Geografica Intermediaria de Sinop  MT, Brazil",Brazil,98.jpg
46.17534472,100.7293926,"Arvaikheer-Bayankhongor, Bayankhongor, Mongolia","ArvaikheerBayankhongor, Bayankhongor, Mongolia",Mongolia,99.jpg
12.73521981,104.9939208,"unnamed road, Cambodia","unnamed road, Cambodia",Cambodia,100.jpg
52.49800049,43.17354651,"А-298, Малая Сергиевка, Penza Oblast, Russia, 442907","A298, Malaia Sergievka, Penza Oblast, Russia, 442907",Russia,101.jpg
53.84231104,20.1475577,"unnamed road, 11-042 Szałstry, Poland","unnamed road, 11042 Szalstry, Poland",Poland,102.jpg
-31.99212348,145.9754652,"Kidman Way, Nymagee NSW 2831, Australia","Kidman Way, Nymagee NSW 2831, Australia",Australia,103.jpg
61.29312378,48.96903981,"unnamed road, Arkhangelsk Oblast, Russia","unnamed road, Arkhangelsk Oblast, Russia",Russia,104.jpg
47.52462721,118.9518714,"unnamed road, Khalkhgol, Mongolia","unnamed road, Khalkhgol, Mongolia",Mongolia,105.jpg
11.16299267,105.9523424,"unnamed road, Chiphu, Svay Rieng, Cambodia","unnamed road, Chiphu, Svay Rieng, Cambodia",Cambodia,106.jpg
-28.02818617,118.5398961,"Mount Magnet Leinster Road, Paynesville WA, Australia","Mount Magnet Leinster Road, Paynesville WA, Australia",Australia,107.jpg
46.13844488,113.3814388,"unnamed road, Mongolia","unnamed road, Mongolia",Mongolia,108.jpg
48.6458887,89.97346669,"Ölgii — Khovd, Tolbo, Mongolia","Olgii  Khovd, Tolbo, Mongolia",Mongolia,109.jpg
-13.43818891,-43.16446299,"BR-430, Pedra Perobal, Bom Jesus da Lapa - BA, Brazil","BR430, Pedra Perobal, Bom Jesus da Lapa  BA, Brazil",Brazil,110.jpg
37.35560141,35.5575917,"01-03, Imamoglu, Turkey","0103, Imamoglu, Turkey",Turkey,111.jpg
0.390192843,36.29981723,"C51, Laikipia County, Kenya","C51, Laikipia County, Kenya",Kenya,112.jpg
-2.966587552,-47.64174818,"PA-256, Paragominas, Paragominas - PA, Brazil","PA256, Paragominas, Paragominas  PA, Brazil",Brazil,113.jpg
-8.159078757,-63.79235908,"BR319, Açuanópolis, Canutama - AM, Brazil","BR319, Acuanopolis, Canutama  AM, Brazil",Brazil,114.jpg
-23.44224825,22.55637297,"Trans-Kalahari Corridor, Lone Tree Village, Botswana","TransKalahari Corridor, Lone Tree Village, Botswana",Botswana,115.jpg
-22.56785418,144.4529412,"Cramsie Muttaburra Road, Muttaburra QLD, Australia","Cramsie Muttaburra Road, Muttaburra QLD, Australia",Australia,116.jpg
40.11497407,27.90380883,"Manyas - Gönen yolu, Manyas, Turkey","Manyas  Gonen yolu, Manyas, Turkey",Turkey,117.jpg
-8.141451557,-70.76595729,"BR-364, Bairro Triangulo, Tarauacá - AC, 69970, Brazil","BR364, Bairro Triangulo, Tarauaca  AC, 69970, Brazil",Brazil,118.jpg
63.36035032,46.53619806,"11К-612, Zanyukhcha, Arkhangelsk Oblast, Russia","11K612, Zanyukhcha, Arkhangelsk Oblast, Russia",Russia,119.jpg
8.551204198,7.716167787,"Loko to Nassarawa Road, Nassarawa, Nasarawa State, Nigeria","Loko to Nassarawa Road, Nassarawa, Nasarawa State, Nigeria",Nigeria,120.jpg
55.50467763,157.6338917,"Bystrinsky District, Russia","Bystrinsky District, Russia",Russia,121.jpg
-27.34715848,148.8961122,"621 Carnarvon Highway, Wellesley QLD 4417, Australia","621 Carnarvon Highway, Wellesley QLD 4417, Australia",Australia,122.jpg
-32.42322059,148.9527302,"1134 Saxa Road, Comobella NSW 2820, Australia","1134 Saxa Road, Comobella NSW 2820, Australia",Australia,123.jpg
62.57224853,12.57365345,"Z 531, Härjedalens kommun, Sweden","Z 531, Harjedalens kommun, Sweden",Sweden,124.jpg
14.29576585,-16.03697872,"N 4, Ourour, Senegal","N 4, Ourour, Senegal",Senegal,125.jpg
-6.770644238,-51.03334082,"PA-279, Ourilândia do Norte, Ourilândia do Norte - PA, Brazil","PA279, Ourilandia do Norte, Ourilandia do Norte  PA, Brazil",Brazil,126.jpg
-24.97912462,-60.1809635,"Ruta Nacional 81, Departamento Patiño, Estanislao del Campo, Argentina","Ruta Nacional 81, Departamento Patino, Estanislao del Campo, Argentina",Argentina,127.jpg
26.31261702,-104.5467449,"Carretera Ceballos-El Mirador, DUR, Mexico","Carretera CeballosEl Mirador, DUR, Mexico",Mexico,128.jpg
-20.16702312,25.40310216,"A3, Botswana","A3, Botswana",Botswana,129.jpg
37.76745676,39.42902,"Diyarbakır-Şanlıurfa yolu, Siverek, Turkey","DiyarbakirSanliurfa yolu, Siverek, Turkey",Turkey,130.jpg
53.27553356,108.8362107,"Ulan-Ude — Ulyunkhan, Maksimiha, Buryatia, Russia","UlanUde  Ulyunkhan, Maksimiha, Buryatia, Russia",Russia,131.jpg
-23.49646371,-47.46054193,"Pátio Cianê Shopping, Avenida Doutor Afonso Vergueiro 823, Centro, Sorocaba - SP, 18035-011, Brazil","Patio Ciane Shopping, Avenida Doutor Afonso Vergueiro 823, Centro, Sorocaba  SP, 18035011, Brazil",Brazil,132.jpg
49.35264406,30.566986,"Р-64, Bila Tserkva Raion, Kosiakivka, Kyiv Oblast, 09552, Ukraine","R64, Bila Tserkva Raion, Kosiakivka, Kyiv Oblast, 09552, Ukraine",Ukraine,133.jpg
1.729011993,-50.87874194,"BR-156, Pracuúba, Região Geográfica Intermediária de Oiapoque-Porto Grande - AP, Brazil","BR156, Pracuuba, Regiao Geografica Intermediaria de OiapoquePorto Grande  AP, Brazil",Brazil,134.jpg
0.045833764,37.21106104,"Sirimon's Pass, Meru County, Kenya","Sirimons Pass, Meru County, Kenya",Kenya,135.jpg
-50.56253829,-69.32965153,"Le Marchand, Ruta Nacional 3, Corpen Aike, Santa Cruz Province, Argentina","Le Marchand, Ruta Nacional 3, Corpen Aike, Santa Cruz Province, Argentina",Argentina,136.jpg
-33.35791059,142.5727707,"Pooncarie Road, Pooncarie NSW 2648, Australia","Pooncarie Road, Pooncarie NSW 2648, Australia",Australia,137.jpg
-21.79353671,-54.63441743,"MS-156, Rio Brilhante, Rio Brilhante - MS, Brazil","MS156, Rio Brilhante, Rio Brilhante  MS, Brazil",Brazil,138.jpg
-16.19484471,-48.07396357,"GO-520, Luziânia - GO, Brazil","GO520, Luziania  GO, Brazil",Brazil,139.jpg
56.12451277,22.5213535,"Rupūžkalnio g. 69, 89478 Savarina, Lithuania","Rupuzkalnio g 69, 89478 Savarina, Lithuania",Lithuania,140.jpg
-19.62316987,-50.09245238,"BR-497;MG-497, Honorópolis, Campina Verde - MG, Brazil","BR497MG497, Honoropolis, Campina Verde  MG, Brazil",Brazil,141.jpg
14.35852801,76.19815623,"NH48, Chitradurga, Kolahalu - 577519, Karnataka, India","NH48, Chitradurga, Kolahalu  577519, Karnataka, India",India,142.jpg
36.88587343,-3.020766481,"AL-6400, 18491 Berja, Spain","AL6400, 18491 Berja, Spain",Spain,143.jpg
57.72272313,66.23323954,"unnamed road, Tyumen Oblast, Russia","unnamed road, Tyumen Oblast, Russia",Russia,144.jpg
48.42054517,22.28905407,"М-25, Uzhhorod Raion, Chervone, Zakarpattia Oblast, 89472, Ukraine","M25, Uzhhorod Raion, Chervone, Zakarpattia Oblast, 89472, Ukraine",Ukraine,145.jpg
15.84164141,-91.99234813,"unnamed road, Nuevo San Gregorio, Horizonte, CHP, Mexico","unnamed road, Nuevo San Gregorio, Horizonte, CHP, Mexico",Mexico,146.jpg
8.175055937,8.594919223,"A3, Kadarko, Nasarawa State, Nigeria","A3, Kadarko, Nasarawa State, Nigeria",Nigeria,147.jpg
-29.9152243,-56.66136478,"Rodovia Osvaldo Aranha, Plano Alto, Uruguaiana - RS, Brazil","Rodovia Osvaldo Aranha, Plano Alto, Uruguaiana  RS, Brazil",Brazil,148.jpg
62.15404846,75.19270501,"unnamed road, Khanty-Mansiysk Autonomous Okrug – Ugra, Russia","unnamed road, KhantyMansiysk Autonomous Okrug  Ugra, Russia",Russia,149.jpg
-28.24485952,148.7574898,"Carnarvon Highway, St George QLD, Australia","Carnarvon Highway, St George QLD, Australia",Australia,150.jpg
-19.87077415,136.2875021,"Soudan Station, Barkly Highway, Ranken NT, Australia","Soudan Station, Barkly Highway, Ranken NT, Australia",Australia,151.jpg
-20.8415217,-53.19772561,"MS-338, Ribas do Rio Pardo, Ribas do Rio Pardo - MS, Brazil","MS338, Ribas do Rio Pardo, Ribas do Rio Pardo  MS, Brazil",Brazil,152.jpg
-12.49329646,-51.76957931,"BR-158;BR-242, Bom Jesus do Araguaia, Região Geográfica Intermediária de Barra do Garças - MT, Brazil","BR158BR242, Bom Jesus do Araguaia, Regiao Geografica Intermediaria de Barra do Garcas  MT, Brazil",Brazil,153.jpg
26.96578599,-106.6727785,"Carretera Guachochi-Balleza-Puerto Justo, CHH, Mexico","Carretera GuachochiBallezaPuerto Justo, CHH, Mexico",Mexico,154.jpg
51.24246793,42.67285777,"Горская улица, Kardailovka, Voronezh Oblast, Russia","Gorskaia ulitsa, Kardailovka, Voronezh Oblast, Russia",Russia,155.jpg
41.39422396,25.40197731,"592, Podkova, Bulgaria","592, Podkova, Bulgaria",Bulgaria,156.jpg
10.4733872,-74.75131869,"unnamed road, Salamina, MAG, Colombia","unnamed road, Salamina, MAG, Colombia",Colombia,157.jpg
-54.33855233,-66.7094655,"Estancia y Cabaña La Fueguina, Ruta Nacional 24 Complementaria A, Departamento Tolhuin, Tierra del Fuego Province, Argentina","Estancia y Cabana La Fueguina, Ruta Nacional 24 Complementaria A, Departamento Tolhuin, Tierra del Fuego Province, Argentina",Argentina,158.jpg
-34.17740252,-66.96243538,"La Horqueta, Ruta Nacional 146, Departamento La Paz, Distrito Monte Comán, Argentina","La Horqueta, Ruta Nacional 146, Departamento La Paz, Distrito Monte Coman, Argentina",Argentina,159.jpg
56.69404398,21.26261361,"Rožlauki, Apriķi — Cīrava — Medze, Vērgales pagasts, Latvia","Rozlauki, Apriki  Cirava  Medze, Vergales pagasts, Latvia",Latvia,160.jpg
43.31875721,143.3826911,"町道上芽登原野線, Ashoro, Hokkaido Prefecture, Japan","Ting Dao Shang Ya Deng Yuan Ye Xian, Ashoro, Hokkaido Prefecture, Japan",Japan,161.jpg
-31.44640996,-64.12760933,"unnamed road, Villa Los Artesanos, Cordoba, Argentina","unnamed road, Villa Los Artesanos, Cordoba, Argentina",Argentina,162.jpg
21.04336299,-101.342706,"unnamed road, 36243 Mineral de la Luz (La Luz), GUA, Mexico","unnamed road, 36243 Mineral de la Luz La Luz, GUA, Mexico",Mexico,163.jpg
-21.48183238,146.748875,"Gregory Developmental Road, Llanarth QLD, Australia","Gregory Developmental Road, Llanarth QLD, Australia",Australia,164.jpg
-29.32061861,-63.81934913,"El Retiro, Ruta Nacional 9, Departamento Ojo de Agua, Villa Ojo de Agua, Argentina","El Retiro, Ruta Nacional 9, Departamento Ojo de Agua, Villa Ojo de Agua, Argentina",Argentina,165.jpg
-7.563978179,-49.70098287,"Rua Dois, Floresta do Araguaia, Floresta do Araguaia - PA, Brazil","Rua Dois, Floresta do Araguaia, Floresta do Araguaia  PA, Brazil",Brazil,166.jpg
