latitude,longitude,location,newlocation
65.78097231,45.03256739,"11К-502, Arkhangelsk Oblast, Russia","11K502, Arkhangelsk Oblast, Russia"
-21.97059913,133.4859638,"Stuart Highway, Anmatjere NT, Australia","Stuart Highway, Anmatjere NT, Australia"
-0.908052928,-60.51686807,"Rodovia Manaus - Boa Vista, Presidente Figueiredo, Presidente Figueiredo - AM, Brazil","Rodovia Manaus  Boa Vista, Presidente Figueiredo, Presidente Figueiredo  AM, Brazil"
-33.74513013,24.63639357,"R332, Kouga Ward 10, Kouga Local Municipality, South Africa","R332, Kouga Ward 10, Kouga Local Municipality, South Africa"
-18.22216565,142.8091744,"Gulf Developmental Road, Gilbert River QLD, Australia","Gulf Developmental Road, Gilbert River QLD, Australia"
-11.55804735,-51.02835867,"MT-242, São Félix do Araguaia - MT, Brazil","MT242, Sao Felix do Araguaia  MT, Brazil"
-36.49550658,-60.79786056,"San Antonio, Ruta Nacional 226, Partido de Olavarría, Buenos Aires, Argentina","San Antonio, Ruta Nacional 226, Partido de Olavarria, Buenos Aires, Argentina"
-10.05753479,-67.96381212,"unnamed road, Rio Branco, Rio Branco - AC, Brazil","unnamed road, Rio Branco, Rio Branco  AC, Brazil"
-38.34482905,-68.53479239,"Ruta Provincial 17, Departamento Añelo, Neuquén Province, Argentina","Ruta Provincial 17, Departamento Anelo, Neuquen Province, Argentina"
-34.69906513,150.6869225,"425 Brogers Creek Road, Brogers Creek NSW 2535, Australia","425 Brogers Creek Road, Brogers Creek NSW 2535, Australia"
47.44302153,109.7139337,"Murun - Jargaltkhaan, Jargaltkhaan, Mongolia","Murun  Jargaltkhaan, Jargaltkhaan, Mongolia"
-0.6317656,114.5728442,"Jalan Puruk Batu Bondang, Puruk Cahu 73911, Central Kalimantan, Indonesia","Jalan Puruk Batu Bondang, Puruk Cahu 73911, Central Kalimantan, Indonesia"
61.31526074,13.17819543,"Staviknäs, W 1033, Malung-Sälens kommun, Sweden","Staviknas, W 1033, MalungSalens kommun, Sweden"
-24.94086411,-51.8722132,"unnamed road, Santa Maria do Oeste - PR, Brazil","unnamed road, Santa Maria do Oeste  PR, Brazil"
-13.32046327,-46.57150539,"GO-447, Divinópolis de Goiás, Região Geográfica Intermediária de Luziânia-Águas Lindas de Goiás - GO, Brazil","GO447, Divinopolis de Goias, Regiao Geografica Intermediaria de LuzianiaAguas Lindas de Goias  GO, Brazil"
45.28486938,19.13481545,"Рибља чарда Нећко, Дунавска, 21429 Bac Municipality, Serbia","Riblja charda Netshko, Dunavska, 21429 Bac Municipality, Serbia"
7.008317748,-1.135487356,"unnamed road, Drobonso, Ghana","unnamed road, Drobonso, Ghana"
53.94779355,-7.368339321,"unnamed road, County Cavan, H12, Ireland","unnamed road, County Cavan, H12, Ireland"
-31.56551477,23.26475001,"R63, Ubuntu Ward 3, Ubuntu Local Municipality, South Africa","R63, Ubuntu Ward 3, Ubuntu Local Municipality, South Africa"
62.26787276,71.5740811,"Ай Пим, Khanty-Mansiysk Autonomous Okrug – Ugra, Russia","Ai Pim, KhantyMansiysk Autonomous Okrug  Ugra, Russia"
52.7673824,15.70489913,"unnamed road, 66-535 Gościm, Poland","unnamed road, 66535 Goscim, Poland"
-10.13769629,-38.29619025,"BR-110, Caritá, Jeremoabo - BA, Brazil","BR110, Carita, Jeremoabo  BA, Brazil"
19.16703741,-90.22266794,"unnamed road, Chilam Balam, CAM, Mexico","unnamed road, Chilam Balam, CAM, Mexico"
-17.28613568,-47.72384443,"GO-020, Campo Alegre de Goiás, Região Geográfica Intermediária de Goiânia - GO, Brazil","GO020, Campo Alegre de Goias, Regiao Geografica Intermediaria de Goiania  GO, Brazil"
45.70617391,113.6875534,"Dariganga - Baruun Urt, Baruun-Urt, Mongolia","Dariganga  Baruun Urt, BaruunUrt, Mongolia"
74.11044158,-57.04101478,"Nuussuaq, Avannaata, Greenland","Nuussuaq, Avannaata, Greenland"
-28.92102237,-56.09919089,"BR-472, Maçambará, Região Geográfica Intermediária de Uruguaiana - RS, Brazil","BR472, Macambara, Regiao Geografica Intermediaria de Uruguaiana  RS, Brazil"
54.12772464,50.38180425,"село Надеждино, Надеждино, Samara Oblast, Russia","selo Nadezhdino, Nadezhdino, Samara Oblast, Russia"
-33.26757068,-66.05035469,"Autopista El Saladillo, Coronel Pringles, San Luis, Argentina","Autopista El Saladillo, Coronel Pringles, San Luis, Argentina"
61.48971357,152.213058,"Kolyma Highway, Magadan Oblast, Russia","Kolyma Highway, Magadan Oblast, Russia"
52.87308704,18.63809217,"Toruńska 65A, 87-710 Służewo, Poland","Torunska 65A, 87710 Sluzewo, Poland"
-38.93490392,-63.62099336,"Ruta Nacional 22, Departamento Caleu Caleu, La Pampa, Argentina","Ruta Nacional 22, Departamento Caleu Caleu, La Pampa, Argentina"
-32.06710472,122.4329057,"Eyre Highway, Fraser Range WA, Australia","Eyre Highway, Fraser Range WA, Australia"
-16.7103883,-40.89586267,"Fazenda Havana, MG-205, Joaíma - MG, Brazil","Fazenda Havana, MG205, Joaima  MG, Brazil"
45.44176053,27.09637794,"Râmnicu Sărat, Buzău, Romania","Ramnicu Sarat, Buzau, Romania"
-37.27810852,-60.85006382,"Ruta Provincial 51 Eduardo Laporte, Partido de Laprida, Buenos Aires, Argentina","Ruta Provincial 51 Eduardo Laporte, Partido de Laprida, Buenos Aires, Argentina"
-29.34606998,145.8624103,"Mitchell Highway, Enngonia NSW 2840, Australia","Mitchell Highway, Enngonia NSW 2840, Australia"
6.454779668,-74.02551717,"Vía Puerto Araujo - Cimitarra, Cimitarra, SAN, Colombia","Via Puerto Araujo  Cimitarra, Cimitarra, SAN, Colombia"
-5.481198587,-36.91136417,"Rodovia Governador Cortez Pereira, Assu, Assu - RN, Brazil","Rodovia Governador Cortez Pereira, Assu, Assu  RN, Brazil"
15.67148648,80.21530466,"Bapatla, Munnamvaripalem - 523135, Andhra Pradesh, India","Bapatla, Munnamvaripalem  523135, Andhra Pradesh, India"
-27.95519636,119.4579991,"Mount Magnet Leinster Road, Sandstone WA, Australia","Mount Magnet Leinster Road, Sandstone WA, Australia"
-28.78416214,-49.98234081,"Rodovia Teixeirinha, São Gonçalo, Região Geográfica Intermediária de Caxias do Sul - RS, Brazil","Rodovia Teixeirinha, Sao Goncalo, Regiao Geografica Intermediaria de Caxias do Sul  RS, Brazil"
-1.109477491,-60.45898496,"Rodovia Manaus - Boa Vista, Presidente Figueiredo, Presidente Figueiredo - AM, Brazil","Rodovia Manaus  Boa Vista, Presidente Figueiredo, Presidente Figueiredo  AM, Brazil"
-5.592944878,-45.15258465,"Estrada Fernando Falcão, Jussara, Barra do Corda - MA, Brazil","Estrada Fernando Falcao, Jussara, Barra do Corda  MA, Brazil"
-51.01029846,-71.1768602,"Ea. La Vanguardia, Ruta Nacional 40, Güer Aike, Santa Cruz Province, Argentina","Ea La Vanguardia, Ruta Nacional 40, Guer Aike, Santa Cruz Province, Argentina"
62.10722964,117.6362566,"Сунтарский наслег, Suntarsky Ulus, Russia","Suntarskii nasleg, Suntarsky Ulus, Russia"
51.2865315,19.49078378,"Kaliska, 97-371 Parzniewice, Poland","Kaliska, 97371 Parzniewice, Poland"
9.176363313,0.018828959,"N2, Bimbilla, Ghana","N2, Bimbilla, Ghana"
58.7544737,68.94844179,"Р-404, Tyumen Oblast, Russia","R404, Tyumen Oblast, Russia"
-22.77372312,29.35571295,"D854, Makhado Ward 21, Makhado Local Municipality, South Africa","D854, Makhado Ward 21, Makhado Local Municipality, South Africa"
-9.939063735,-57.1301069,"MT-208, Nova Monte Verde, Região Geográfica Intermediária de Sinop - MT, Brazil","MT208, Nova Monte Verde, Regiao Geografica Intermediaria de Sinop  MT, Brazil"
46.17534472,100.7293926,"Arvaikheer-Bayankhongor, Bayankhongor, Mongolia","ArvaikheerBayankhongor, Bayankhongor, Mongolia"
12.73521981,104.9939208,"unnamed road, Cambodia","unnamed road, Cambodia"
52.49800049,43.17354651,"А-298, Малая Сергиевка, Penza Oblast, Russia, 442907","A298, Malaia Sergievka, Penza Oblast, Russia, 442907"
53.84231104,20.1475577,"unnamed road, 11-042 Szałstry, Poland","unnamed road, 11042 Szalstry, Poland"
-31.99212348,145.9754652,"Kidman Way, Nymagee NSW 2831, Australia","Kidman Way, Nymagee NSW 2831, Australia"
61.29312378,48.96903981,"unnamed road, Arkhangelsk Oblast, Russia","unnamed road, Arkhangelsk Oblast, Russia"
47.52462721,118.9518714,"unnamed road, Khalkhgol, Mongolia","unnamed road, Khalkhgol, Mongolia"
11.16299267,105.9523424,"unnamed road, Chiphu, Svay Rieng, Cambodia","unnamed road, Chiphu, Svay Rieng, Cambodia"
-28.02818617,118.5398961,"Mount Magnet Leinster Road, Paynesville WA, Australia","Mount Magnet Leinster Road, Paynesville WA, Australia"
46.13844488,113.3814388,"unnamed road, Mongolia","unnamed road, Mongolia"
48.6458887,89.97346669,"Ölgii — Khovd, Tolbo, Mongolia","Olgii  Khovd, Tolbo, Mongolia"
-13.43818891,-43.16446299,"BR-430, Pedra Perobal, Bom Jesus da Lapa - BA, Brazil","BR430, Pedra Perobal, Bom Jesus da Lapa  BA, Brazil"
37.35560141,35.5575917,"01-03, Imamoglu, Turkey","0103, Imamoglu, Turkey"
0.390192843,36.29981723,"C51, Laikipia County, Kenya","C51, Laikipia County, Kenya"
-2.966587552,-47.64174818,"PA-256, Paragominas, Paragominas - PA, Brazil","PA256, Paragominas, Paragominas  PA, Brazil"
-8.159078757,-63.79235908,"BR319, Açuanópolis, Canutama - AM, Brazil","BR319, Acuanopolis, Canutama  AM, Brazil"
-23.44224825,22.55637297,"Trans-Kalahari Corridor, Lone Tree Village, Botswana","TransKalahari Corridor, Lone Tree Village, Botswana"
-22.56785418,144.4529412,"Cramsie Muttaburra Road, Muttaburra QLD, Australia","Cramsie Muttaburra Road, Muttaburra QLD, Australia"
40.11497407,27.90380883,"Manyas - Gönen yolu, Manyas, Turkey","Manyas  Gonen yolu, Manyas, Turkey"
-8.141451557,-70.76595729,"BR-364, Bairro Triangulo, Tarauacá - AC, 69970, Brazil","BR364, Bairro Triangulo, Tarauaca  AC, 69970, Brazil"
63.36035032,46.53619806,"11К-612, Zanyukhcha, Arkhangelsk Oblast, Russia","11K612, Zanyukhcha, Arkhangelsk Oblast, Russia"
8.551204198,7.716167787,"Loko to Nassarawa Road, Nassarawa, Nasarawa State, Nigeria","Loko to Nassarawa Road, Nassarawa, Nasarawa State, Nigeria"
55.50467763,157.6338917,"Bystrinsky District, Russia","Bystrinsky District, Russia"
-27.34715848,148.8961122,"621 Carnarvon Highway, Wellesley QLD 4417, Australia","621 Carnarvon Highway, Wellesley QLD 4417, Australia"
-32.42322059,148.9527302,"1134 Saxa Road, Comobella NSW 2820, Australia","1134 Saxa Road, Comobella NSW 2820, Australia"
62.57224853,12.57365345,"Z 531, Härjedalens kommun, Sweden","Z 531, Harjedalens kommun, Sweden"
14.29576585,-16.03697872,"N 4, Ourour, Senegal","N 4, Ourour, Senegal"
-6.770644238,-51.03334082,"PA-279, Ourilândia do Norte, Ourilândia do Norte - PA, Brazil","PA279, Ourilandia do Norte, Ourilandia do Norte  PA, Brazil"
-24.97912462,-60.1809635,"Ruta Nacional 81, Departamento Patiño, Estanislao del Campo, Argentina","Ruta Nacional 81, Departamento Patino, Estanislao del Campo, Argentina"
26.31261702,-104.5467449,"Carretera Ceballos-El Mirador, DUR, Mexico","Carretera CeballosEl Mirador, DUR, Mexico"
-20.16702312,25.40310216,"A3, Botswana","A3, Botswana"
37.76745676,39.42902,"Diyarbakır-Şanlıurfa yolu, Siverek, Turkey","DiyarbakirSanliurfa yolu, Siverek, Turkey"
53.27553356,108.8362107,"Ulan-Ude — Ulyunkhan, Maksimiha, Buryatia, Russia","UlanUde  Ulyunkhan, Maksimiha, Buryatia, Russia"
-23.49646371,-47.46054193,"Pátio Cianê Shopping, Avenida Doutor Afonso Vergueiro 823, Centro, Sorocaba - SP, 18035-011, Brazil","Patio Ciane Shopping, Avenida Doutor Afonso Vergueiro 823, Centro, Sorocaba  SP, 18035011, Brazil"
49.35264406,30.566986,"Р-64, Bila Tserkva Raion, Kosiakivka, Kyiv Oblast, 09552, Ukraine","R64, Bila Tserkva Raion, Kosiakivka, Kyiv Oblast, 09552, Ukraine"
1.729011993,-50.87874194,"BR-156, Pracuúba, Região Geográfica Intermediária de Oiapoque-Porto Grande - AP, Brazil","BR156, Pracuuba, Regiao Geografica Intermediaria de OiapoquePorto Grande  AP, Brazil"
0.045833764,37.21106104,"Sirimon's Pass, Meru County, Kenya","Sirimons Pass, Meru County, Kenya"
-50.56253829,-69.32965153,"Le Marchand, Ruta Nacional 3, Corpen Aike, Santa Cruz Province, Argentina","Le Marchand, Ruta Nacional 3, Corpen Aike, Santa Cruz Province, Argentina"
-33.35791059,142.5727707,"Pooncarie Road, Pooncarie NSW 2648, Australia","Pooncarie Road, Pooncarie NSW 2648, Australia"
-21.79353671,-54.63441743,"MS-156, Rio Brilhante, Rio Brilhante - MS, Brazil","MS156, Rio Brilhante, Rio Brilhante  MS, Brazil"
-16.19484471,-48.07396357,"GO-520, Luziânia - GO, Brazil","GO520, Luziania  GO, Brazil"
56.12451277,22.5213535,"Rupūžkalnio g. 69, 89478 Savarina, Lithuania","Rupuzkalnio g 69, 89478 Savarina, Lithuania"
-19.62316987,-50.09245238,"BR-497;MG-497, Honorópolis, Campina Verde - MG, Brazil","BR497MG497, Honoropolis, Campina Verde  MG, Brazil"
14.35852801,76.19815623,"NH48, Chitradurga, Kolahalu - 577519, Karnataka, India","NH48, Chitradurga, Kolahalu  577519, Karnataka, India"
36.88587343,-3.020766481,"AL-6400, 18491 Berja, Spain","AL6400, 18491 Berja, Spain"
57.72272313,66.23323954,"unnamed road, Tyumen Oblast, Russia","unnamed road, Tyumen Oblast, Russia"
48.42054517,22.28905407,"М-25, Uzhhorod Raion, Chervone, Zakarpattia Oblast, 89472, Ukraine","M25, Uzhhorod Raion, Chervone, Zakarpattia Oblast, 89472, Ukraine"
15.84164141,-91.99234813,"unnamed road, Nuevo San Gregorio, Horizonte, CHP, Mexico","unnamed road, Nuevo San Gregorio, Horizonte, CHP, Mexico"
8.175055937,8.594919223,"A3, Kadarko, Nasarawa State, Nigeria","A3, Kadarko, Nasarawa State, Nigeria"
-29.9152243,-56.66136478,"Rodovia Osvaldo Aranha, Plano Alto, Uruguaiana - RS, Brazil","Rodovia Osvaldo Aranha, Plano Alto, Uruguaiana  RS, Brazil"
62.15404846,75.19270501,"unnamed road, Khanty-Mansiysk Autonomous Okrug – Ugra, Russia","unnamed road, KhantyMansiysk Autonomous Okrug  Ugra, Russia"
-28.24485952,148.7574898,"Carnarvon Highway, St George QLD, Australia","Carnarvon Highway, St George QLD, Australia"
-19.87077415,136.2875021,"Soudan Station, Barkly Highway, Ranken NT, Australia","Soudan Station, Barkly Highway, Ranken NT, Australia"
-20.8415217,-53.19772561,"MS-338, Ribas do Rio Pardo, Ribas do Rio Pardo - MS, Brazil","MS338, Ribas do Rio Pardo, Ribas do Rio Pardo  MS, Brazil"
-12.49329646,-51.76957931,"BR-158;BR-242, Bom Jesus do Araguaia, Região Geográfica Intermediária de Barra do Garças - MT, Brazil","BR158BR242, Bom Jesus do Araguaia, Regiao Geografica Intermediaria de Barra do Garcas  MT, Brazil"
26.96578599,-106.6727785,"Carretera Guachochi-Balleza-Puerto Justo, CHH, Mexico","Carretera GuachochiBallezaPuerto Justo, CHH, Mexico"
51.24246793,42.67285777,"Горская улица, Kardailovka, Voronezh Oblast, Russia","Gorskaia ulitsa, Kardailovka, Voronezh Oblast, Russia"
41.39422396,25.40197731,"592, Podkova, Bulgaria","592, Podkova, Bulgaria"
10.4733872,-74.75131869,"unnamed road, Salamina, MAG, Colombia","unnamed road, Salamina, MAG, Colombia"
-54.33855233,-66.7094655,"Estancia y Cabaña La Fueguina, Ruta Nacional 24 Complementaria A, Departamento Tolhuin, Tierra del Fuego Province, Argentina","Estancia y Cabana La Fueguina, Ruta Nacional 24 Complementaria A, Departamento Tolhuin, Tierra del Fuego Province, Argentina"
-34.17740252,-66.96243538,"La Horqueta, Ruta Nacional 146, Departamento La Paz, Distrito Monte Comán, Argentina","La Horqueta, Ruta Nacional 146, Departamento La Paz, Distrito Monte Coman, Argentina"
56.69404398,21.26261361,"Rožlauki, Apriķi — Cīrava — Medze, Vērgales pagasts, Latvia","Rozlauki, Apriki  Cirava  Medze, Vergales pagasts, Latvia"
43.31875721,143.3826911,"町道上芽登原野線, Ashoro, Hokkaido Prefecture, Japan","Ting Dao Shang Ya Deng Yuan Ye Xian, Ashoro, Hokkaido Prefecture, Japan"
-31.44640996,-64.12760933,"unnamed road, Villa Los Artesanos, Cordoba, Argentina","unnamed road, Villa Los Artesanos, Cordoba, Argentina"
21.04336299,-101.342706,"unnamed road, 36243 Mineral de la Luz (La Luz), GUA, Mexico","unnamed road, 36243 Mineral de la Luz La Luz, GUA, Mexico"
-21.48183238,146.748875,"Gregory Developmental Road, Llanarth QLD, Australia","Gregory Developmental Road, Llanarth QLD, Australia"
-29.32061861,-63.81934913,"El Retiro, Ruta Nacional 9, Departamento Ojo de Agua, Villa Ojo de Agua, Argentina","El Retiro, Ruta Nacional 9, Departamento Ojo de Agua, Villa Ojo de Agua, Argentina"
-7.563978179,-49.70098287,"Rua Dois, Floresta do Araguaia, Floresta do Araguaia - PA, Brazil","Rua Dois, Floresta do Araguaia, Floresta do Araguaia  PA, Brazil"
42.8826004,140.7783046,"Kyogoku Kutchan Line, 字豊岡, Kutchan, Hokkaido Prefecture 044-0072, Japan","Kyogoku Kutchan Line, Zi Li Gang, Kutchan, Hokkaido Prefecture 0440072, Japan"
-10.56618866,-63.62900751,"unnamed road, Campo Novo de Rondônia, Região Geográfica Intermediária de Porto Velho - RO, Brazil","unnamed road, Campo Novo de Rondonia, Regiao Geografica Intermediaria de Porto Velho  RO, Brazil"
7.379457028,7.622734386,"unnamed road, Ankpa, Kogi State, Nigeria","unnamed road, Ankpa, Kogi State, Nigeria"
37.79301954,14.29836988,"Strada statale dell'Etna e delle Madonie, 90024 Sperlinga EN, Italy","Strada statale dellEtna e delle Madonie, 90024 Sperlinga EN, Italy"
-23.85353073,-63.28517102,"RP13, Rivadavia, La Unión, Argentina","RP13, Rivadavia, La Union, Argentina"
48.55965224,102.1184548,"Сайхан уул, Khairkhan, Mongolia","Saikhan uul, Khairkhan, Mongolia"
-28.03707441,28.21447163,"R724, Nketoana Ward 5, Nketoana Local Municipality, South Africa","R724, Nketoana Ward 5, Nketoana Local Municipality, South Africa"
-3.1201026,-60.0265781,"Avenida Constantino Nery, Presidente Vargas, Manaus - AM, 69000-000, Brazil","Avenida Constantino Nery, Presidente Vargas, Manaus  AM, 69000000, Brazil"
15.49457982,103.5717052,"Ban Dong Khrang Noi, unnamed road, Roi Et Province, Thailand","Ban Dong Khrang Noi, unnamed road, Roi Et Province, Thailand"
45.80861042,11.67696438,"Contrà Saline, Via Monte Campesana, 36061 Bassano del Grappa VI, Italy","Contra Saline, Via Monte Campesana, 36061 Bassano del Grappa VI, Italy"
42.91345211,132.8070358,"05А-608, Novolitovsk, Primorsky Krai, Russia","05A608, Novolitovsk, Primorsky Krai, Russia"
-5.318964202,-41.58097757,"PI-155;BR-407, Castelo do Piauí - PI, 64340-000, Brazil","PI155BR407, Castelo do Piaui  PI, 64340000, Brazil"
40.68550642,21.81782167,"ΕΠ39, Πύργοι, Greece","EP39, Purgoi, Greece"
47.9264433,22.06537697,"4558 Ófehértó, M3 ., Hungary","4558 Ofeherto, M3, Hungary"
-17.22578914,-62.55544152,"RN9: Los Troncos-Cuatro Cañadas, Municipio Cuatro Cañadas, Bolivia","RN9 Los TroncosCuatro Canadas, Municipio Cuatro Canadas, Bolivia"
19.74466974,-89.15973035,"unnamed road, YUC, Mexico","unnamed road, YUC, Mexico"
56.72669893,9.577344033,"Skatskovvej, Vesthimmerland Municipality, Denmark","Skatskovvej, Vesthimmerland Municipality, Denmark"
-19.11565075,-47.6946785,"MG-190, Nova Ponte - MG, Brazil","MG190, Nova Ponte  MG, Brazil"
67.00750783,56.92086728,"Нарьян-Мар — Усинск, Nenets Autonomous Okrug, Russia","NarianMar  Usinsk, Nenets Autonomous Okrug, Russia"
-22.13746885,-56.64544974,"unnamed road, Bela Vista, Bela Vista - MS, Brazil","unnamed road, Bela Vista, Bela Vista  MS, Brazil"
-28.71205743,25.79856712,"R64, Tokologo Ward 1, Tokologo Local Municipality, South Africa","R64, Tokologo Ward 1, Tokologo Local Municipality, South Africa"
19.05084184,83.63782907,"unnamed road, Parvathipuram Manyam, Mangalapuram -, Andhra Pradesh, India","unnamed road, Parvathipuram Manyam, Mangalapuram, Andhra Pradesh, India"
54.0367923,122.3477466,"Amur, Amur Oblast, Russia","Amur, Amur Oblast, Russia"
