latitude,longitude,location,newlocation
-33.91484881,-57.76251157,32,"Ruta 12 Doctor Luis Alberto de Herrera, Soriano, Uruguay"
37.41052793,40.84768713,33,"4701, Yesilli, Turkey"
1.215827407,34.73411179,34,"KitaleSuam Road, TransNzoia County, Kenya"
-28.30400068,24.55413662,35,"R371, Dikgatlong Ward 5, Dikgatlong Local Municipality, South Africa"
12.20986266,105.3137642,36,"71, Bos Khnor, Cambodia"
-32.31093668,125.1562395,37,"Eyre Highway, Balladonia WA, Australia"
50.07412767,18.82259308,38,"Swierkowa 38, 43186 Orzesze, Poland"
-31.88003046,141.7919382,39,"Barrier Highway, Broken Hill NSW, Australia"
42.29721959,24.92379086,40,"unnamed road, kv Sekirovo, Rakovski 4150, Bulgaria"
-37.78817006,144.2142406,41,"3359 Geelongballan Road, Beremboke VIC 3342, Australia"
-18.1015108,135.6636376,42,"Tablelands Highway, Creswell NT, Australia"
8.872528612,11.41777784,43,"unnamed road, Jalingo, Taraba State, Nigeria"
0.61424489,39.23578178,44,"GarissaModogashe Road, Mado Gashi, Kenya"
-47.66708386,-67.99612516,45,"Bosque petrificado Jaramillo, Ruta Provincial 49, Deseado, Santa Cruz Province, Argentina"
51.21399069,34.11921872,46,"R44, Konotop Raion, Burinska miska gromada, Sumy Oblast, 41811, Ukraine"
-25.86926098,143.3897193,47,"Eromanga, Quilpie Shire, Queensland, Australia"
65.78097231,45.03256739,48,"11K502, Arkhangelsk Oblast, Russia"
-21.97059913,133.4859638,49,"Stuart Highway, Anmatjere NT, Australia"
-0.908052928,-60.51686807,50,"Rodovia Manaus  Boa Vista, Presidente Figueiredo, Presidente Figueiredo  AM, Brazil"
-33.74513013,24.63639357,51,"R332, Kouga Ward 10, Kouga Local Municipality, South Africa"
-18.22216565,142.8091744,52,"Gulf Developmental Road, Gilbert River QLD, Australia"
-11.55804735,-51.02835867,53,"MT242, Sao Felix do Araguaia  MT, Brazil"
-36.49550658,-60.79786056,54,"San Antonio, Ruta Nacional 226, Partido de Olavarria, Buenos Aires, Argentina"
-10.05753479,-67.96381212,55,"unnamed road, Rio Branco, Rio Branco  AC, Brazil"
-38.34482905,-68.53479239,56,"Ruta Provincial 17, Departamento Anelo, Neuquen Province, Argentina"
-34.69906513,150.6869225,57,"425 Brogers Creek Road, Brogers Creek NSW 2535, Australia"
47.44302153,109.7139337,58,"Murun  Jargaltkhaan, Jargaltkhaan, Mongolia"
-0.6317656,114.5728442,59,"Jalan Puruk Batu Bondang, Puruk Cahu 73911, Central Kalimantan, Indonesia"
61.31526074,13.17819543,60,"Staviknas, W 1033, MalungSalens kommun, Sweden"
-24.94086411,-51.8722132,61,"unnamed road, Santa Maria do Oeste  PR, Brazil"
-13.32046327,-46.57150539,62,"GO447, Divinopolis de Goias, Regiao Geografica Intermediaria de LuzianiaAguas Lindas de Goias  GO, Brazil"
45.28486938,19.13481545,63,"Riblja charda Netshko, Dunavska, 21429 Bac Municipality, Serbia"
7.008317748,-1.135487356,64,"unnamed road, Drobonso, Ghana"
53.94779355,-7.368339321,65,"unnamed road, County Cavan, H12, Ireland"
-31.56551477,23.26475001,66,"R63, Ubuntu Ward 3, Ubuntu Local Municipality, South Africa"
62.26787276,71.5740811,67,"Ai Pim, KhantyMansiysk Autonomous Okrug  Ugra, Russia"
52.7673824,15.70489913,68,"unnamed road, 66535 Goscim, Poland"
-10.13769629,-38.29619025,69,"BR110, Carita, Jeremoabo  BA, Brazil"
19.16703741,-90.22266794,70,"unnamed road, Chilam Balam, CAM, Mexico"
-17.28613568,-47.72384443,71,"GO020, Campo Alegre de Goias, Regiao Geografica Intermediaria de Goiania  GO, Brazil"
45.70617391,113.6875534,72,"Dariganga  Baruun Urt, BaruunUrt, Mongolia"
74.11044158,-57.04101478,73,"Nuussuaq, Avannaata, Greenland"
-28.92102237,-56.09919089,74,"BR472, Macambara, Regiao Geografica Intermediaria de Uruguaiana  RS, Brazil"
54.12772464,50.38180425,75,"selo Nadezhdino, Nadezhdino, Samara Oblast, Russia"
-33.26757068,-66.05035469,76,"Autopista El Saladillo, Coronel Pringles, San Luis, Argentina"
61.48971357,152.213058,77,"Kolyma Highway, Magadan Oblast, Russia"
52.87308704,18.63809217,78,"Torunska 65A, 87710 Sluzewo, Poland"
-38.93490392,-63.62099336,79,"Ruta Nacional 22, Departamento Caleu Caleu, La Pampa, Argentina"
-32.06710472,122.4329057,80,"Eyre Highway, Fraser Range WA, Australia"
-16.7103883,-40.89586267,81,"Fazenda Havana, MG205, Joaima  MG, Brazil"
45.44176053,27.09637794,82,"Ramnicu Sarat, Buzau, Romania"
-37.27810852,-60.85006382,83,"Ruta Provincial 51 Eduardo Laporte, Partido de Laprida, Buenos Aires, Argentina"
-29.34606998,145.8624103,84,"Mitchell Highway, Enngonia NSW 2840, Australia"
6.454779668,-74.02551717,85,"Via Puerto Araujo  Cimitarra, Cimitarra, SAN, Colombia"
-5.481198587,-36.91136417,86,"Rodovia Governador Cortez Pereira, Assu, Assu  RN, Brazil"
15.67148648,80.21530466,87,"Bapatla, Munnamvaripalem  523135, Andhra Pradesh, India"
-27.95519636,119.4579991,88,"Mount Magnet Leinster Road, Sandstone WA, Australia"
-28.78416214,-49.98234081,89,"Rodovia Teixeirinha, Sao Goncalo, Regiao Geografica Intermediaria de Caxias do Sul  RS, Brazil"
-1.109477491,-60.45898496,50,"Rodovia Manaus  Boa Vista, Presidente Figueiredo, Presidente Figueiredo  AM, Brazil"
-5.592944878,-45.15258465,90,"Estrada Fernando Falcao, Jussara, Barra do Corda  MA, Brazil"
-51.01029846,-71.1768602,91,"Ea La Vanguardia, Ruta Nacional 40, Guer Aike, Santa Cruz Province, Argentina"
62.10722964,117.6362566,92,"Suntarskii nasleg, Suntarsky Ulus, Russia"
51.2865315,19.49078378,93,"Kaliska, 97371 Parzniewice, Poland"
9.176363313,0.018828959,94,"N2, Bimbilla, Ghana"
58.7544737,68.94844179,95,"R404, Tyumen Oblast, Russia"
-22.77372312,29.35571295,96,"D854, Makhado Ward 21, Makhado Local Municipality, South Africa"
-9.939063735,-57.1301069,97,"MT208, Nova Monte Verde, Regiao Geografica Intermediaria de Sinop  MT, Brazil"
46.17534472,100.7293926,98,"ArvaikheerBayankhongor, Bayankhongor, Mongolia"
12.73521981,104.9939208,99,"unnamed road, Cambodia"
52.49800049,43.17354651,100,"A298, Malaia Sergievka, Penza Oblast, Russia, 442907"
53.84231104,20.1475577,101,"unnamed road, 11042 Szalstry, Poland"
-31.99212348,145.9754652,102,"Kidman Way, Nymagee NSW 2831, Australia"
61.29312378,48.96903981,103,"unnamed road, Arkhangelsk Oblast, Russia"
47.52462721,118.9518714,104,"unnamed road, Khalkhgol, Mongolia"
11.16299267,105.9523424,105,"unnamed road, Chiphu, Svay Rieng, Cambodia"
-28.02818617,118.5398961,106,"Mount Magnet Leinster Road, Paynesville WA, Australia"
46.13844488,113.3814388,107,"unnamed road, Mongolia"
48.6458887,89.97346669,108,"Olgii  Khovd, Tolbo, Mongolia"
-13.43818891,-43.16446299,109,"BR430, Pedra Perobal, Bom Jesus da Lapa  BA, Brazil"
37.35560141,35.5575917,110,"0103, Imamoglu, Turkey"
0.390192843,36.29981723,111,"C51, Laikipia County, Kenya"
-2.966587552,-47.64174818,112,"PA256, Paragominas, Paragominas  PA, Brazil"
-8.159078757,-63.79235908,113,"BR319, Acuanopolis, Canutama  AM, Brazil"
-23.44224825,22.55637297,7,"TransKalahari Corridor, Lone Tree Village, Botswana"
-22.56785418,144.4529412,114,"Cramsie Muttaburra Road, Muttaburra QLD, Australia"
40.11497407,27.90380883,115,"Manyas  Gonen yolu, Manyas, Turkey"
-8.141451557,-70.76595729,116,"BR364, Bairro Triangulo, Tarauaca  AC, 69970, Brazil"
63.36035032,46.53619806,117,"11K612, Zanyukhcha, Arkhangelsk Oblast, Russia"
8.551204198,7.716167787,118,"Loko to Nassarawa Road, Nassarawa, Nasarawa State, Nigeria"
55.50467763,157.6338917,119,"Bystrinsky District, Russia"
-27.34715848,148.8961122,120,"621 Carnarvon Highway, Wellesley QLD 4417, Australia"
-32.42322059,148.9527302,121,"1134 Saxa Road, Comobella NSW 2820, Australia"
62.57224853,12.57365345,122,"Z 531, Harjedalens kommun, Sweden"
14.29576585,-16.03697872,123,"N 4, Ourour, Senegal"
-6.770644238,-51.03334082,124,"PA279, Ourilandia do Norte, Ourilandia do Norte  PA, Brazil"
-24.97912462,-60.1809635,125,"Ruta Nacional 81, Departamento Patino, Estanislao del Campo, Argentina"
26.31261702,-104.5467449,126,"Carretera CeballosEl Mirador, DUR, Mexico"
-20.16702312,25.40310216,127,"A3, Botswana"
37.76745676,39.42902,128,"DiyarbakirSanliurfa yolu, Siverek, Turkey"
53.27553356,108.8362107,129,"UlanUde  Ulyunkhan, Maksimiha, Buryatia, Russia"
-23.49646371,-47.46054193,2,"Patio Ciane Shopping, Avenida Doutor Afonso Vergueiro 823, Centro, Sorocaba  SP, 18035011, Brazil"
49.35264406,30.566986,130,"R64, Bila Tserkva Raion, Kosiakivka, Kyiv Oblast, 09552, Ukraine"
1.729011993,-50.87874194,131,"BR156, Pracuuba, Regiao Geografica Intermediaria de OiapoquePorto Grande  AP, Brazil"
0.045833764,37.21106104,132,"Sirimons Pass, Meru County, Kenya"
-50.56253829,-69.32965153,133,"Le Marchand, Ruta Nacional 3, Corpen Aike, Santa Cruz Province, Argentina"
-33.35791059,142.5727707,134,"Pooncarie Road, Pooncarie NSW 2648, Australia"
-21.79353671,-54.63441743,135,"MS156, Rio Brilhante, Rio Brilhante  MS, Brazil"
-16.19484471,-48.07396357,136,"GO520, Luziania  GO, Brazil"
56.12451277,22.5213535,137,"Rupuzkalnio g 69, 89478 Savarina, Lithuania"
-19.62316987,-50.09245238,138,"BR497MG497, Honoropolis, Campina Verde  MG, Brazil"
14.35852801,76.19815623,139,"NH48, Chitradurga, Kolahalu  577519, Karnataka, India"
36.88587343,-3.020766481,140,"AL6400, 18491 Berja, Spain"
57.72272313,66.23323954,141,"unnamed road, Tyumen Oblast, Russia"
48.42054517,22.28905407,142,"M25, Uzhhorod Raion, Chervone, Zakarpattia Oblast, 89472, Ukraine"
15.84164141,-91.99234813,143,"unnamed road, Nuevo San Gregorio, Horizonte, CHP, Mexico"
8.175055937,8.594919223,144,"A3, Kadarko, Nasarawa State, Nigeria"
-29.9152243,-56.66136478,145,"Rodovia Osvaldo Aranha, Plano Alto, Uruguaiana  RS, Brazil"
62.15404846,75.19270501,146,"unnamed road, KhantyMansiysk Autonomous Okrug  Ugra, Russia"
-28.24485952,148.7574898,147,"Carnarvon Highway, St George QLD, Australia"
-19.87077415,136.2875021,148,"Soudan Station, Barkly Highway, Ranken NT, Australia"
-20.8415217,-53.19772561,149,"MS338, Ribas do Rio Pardo, Ribas do Rio Pardo  MS, Brazil"
-12.49329646,-51.76957931,150,"BR158BR242, Bom Jesus do Araguaia, Regiao Geografica Intermediaria de Barra do Garcas  MT, Brazil"
26.96578599,-106.6727785,151,"Carretera GuachochiBallezaPuerto Justo, CHH, Mexico"
51.24246793,42.67285777,152,"Gorskaia ulitsa, Kardailovka, Voronezh Oblast, Russia"
41.39422396,25.40197731,153,"592, Podkova, Bulgaria"
10.4733872,-74.75131869,154,"unnamed road, Salamina, MAG, Colombia"
-54.33855233,-66.7094655,155,"Estancia y Cabana La Fueguina, Ruta Nacional 24 Complementaria A, Departamento Tolhuin, Tierra del Fuego Province, Argentina"
-34.17740252,-66.96243538,156,"La Horqueta, Ruta Nacional 146, Departamento La Paz, Distrito Monte Coman, Argentina"
56.69404398,21.26261361,157,"Rozlauki, Apriki  Cirava  Medze, Vergales pagasts, Latvia"
43.31875721,143.3826911,158,"Ting Dao Shang Ya Deng Yuan Ye Xian, Ashoro, Hokkaido Prefecture, Japan"
-31.44640996,-64.12760933,159,"unnamed road, Villa Los Artesanos, Cordoba, Argentina"
21.04336299,-101.342706,160,"unnamed road, 36243 Mineral de la Luz La Luz, GUA, Mexico"
-21.48183238,146.748875,161,"Gregory Developmental Road, Llanarth QLD, Australia"
-29.32061861,-63.81934913,162,"El Retiro, Ruta Nacional 9, Departamento Ojo de Agua, Villa Ojo de Agua, Argentina"
-7.563978179,-49.70098287,163,"Rua Dois, Floresta do Araguaia, Floresta do Araguaia  PA, Brazil"
42.8826004,140.7783046,164,"Kyogoku Kutchan Line, Zi Li Gang, Kutchan, Hokkaido Prefecture 0440072, Japan"
-10.56618866,-63.62900751,165,"unnamed road, Campo Novo de Rondonia, Regiao Geografica Intermediaria de Porto Velho  RO, Brazil"
7.379457028,7.622734386,166,"unnamed road, Ankpa, Kogi State, Nigeria"
37.79301954,14.29836988,167,"Strada statale dellEtna e delle Madonie, 90024 Sperlinga EN, Italy"
-23.85353073,-63.28517102,168,"RP13, Rivadavia, La Union, Argentina"
48.55965224,102.1184548,169,"Saikhan uul, Khairkhan, Mongolia"
-28.03707441,28.21447163,170,"R724, Nketoana Ward 5, Nketoana Local Municipality, South Africa"
-3.1201026,-60.0265781,171,"Avenida Constantino Nery, Presidente Vargas, Manaus  AM, 69000000, Brazil"
15.49457982,103.5717052,172,"Ban Dong Khrang Noi, unnamed road, Roi Et Province, Thailand"
45.80861042,11.67696438,173,"Contra Saline, Via Monte Campesana, 36061 Bassano del Grappa VI, Italy"
42.91345211,132.8070358,174,"05A608, Novolitovsk, Primorsky Krai, Russia"
-5.318964202,-41.58097757,175,"PI155BR407, Castelo do Piaui  PI, 64340000, Brazil"
40.68550642,21.81782167,176,"EP39, Purgoi, Greece"
47.9264433,22.06537697,177,"4558 Ofeherto, M3, Hungary"
-17.22578914,-62.55544152,178,"RN9 Los TroncosCuatro Canadas, Municipio Cuatro Canadas, Bolivia"
19.74466974,-89.15973035,179,"unnamed road, YUC, Mexico"
56.72669893,9.577344033,180,"Skatskovvej, Vesthimmerland Municipality, Denmark"
-19.11565075,-47.6946785,181,"MG190, Nova Ponte  MG, Brazil"
67.00750783,56.92086728,182,"NarianMar  Usinsk, Nenets Autonomous Okrug, Russia"
-22.13746885,-56.64544974,183,"unnamed road, Bela Vista, Bela Vista  MS, Brazil"
-28.71205743,25.79856712,184,"R64, Tokologo Ward 1, Tokologo Local Municipality, South Africa"
19.05084184,83.63782907,185,"unnamed road, Parvathipuram Manyam, Mangalapuram, Andhra Pradesh, India"
54.0367923,122.3477466,186,"Amur, Amur Oblast, Russia"
-27.04862554,-50.64093914,187,"Rodovia Luiz Dacol Neto, Santa Cecilia  SC, Brazil"
-31.22829871,138.4050985,188,"The Outback Highway, Flinders Ranges SA 5434, Australia"
-38.21955946,-64.07052968,189,"Ruta Nacional 154, Departamento Hucal, La Pampa, Argentina"
41.65990561,75.01379833,190,"Kyrgyzstan, Naryn Region, M082"
-35.16724995,-66.57061974,191,"Ruta Nacional 188, General Alvear, Distrito Bowen, Argentina"
49.77551294,17.18817128,192,"44419, 783 96 Haukovice, Czechia"
57.30883863,-5.414668908,193,"unnamed road, Camasluinie, IV40 8EA, United Kingdom"
-19.85212582,142.840926,194,"LOT 16 Pialah Solway Road, Saxby QLD 4822, Australia"
-20.10737137,-53.81223519,195,"unnamed road, Ribas do Rio Pardo, Ribas do Rio Pardo  MS, Brazil"
-18.50365452,133.8747551,196,"Stuart Highway, Pamayu NT, Australia"
56.96388667,35.01654665,197,"28K1584, Tver Oblast, Russia"
51.16969407,17.07387449,198,"Autostradowa Obwodnica Wroclawia, 51170 Biskupice, Poland"
6.26341313,81.0695048,199,"Andarawewa  Hambantota Highway, Hambantota, Sri Lanka"
-32.37850856,148.9661708,200,"Saxa Road, Comobella NSW 2820, Australia"
-30.96374472,19.37841716,201,"R355R357, Hantam Ward 5, Hantam Local Municipality, South Africa"
-23.69941374,139.6418302,202,"Diamantina Developmental Road, Amaroo QLD, Australia"
37.50918916,38.22114226,203,"SanliurfaAdiyaman yolu, Adiyaman, Turkey"
-36.82531411,-60.36699088,54,"San Antonio, Ruta Nacional 226, Partido de Olavarria, Buenos Aires, Argentina"
-5.906991769,-44.07113565,204,"Rodovia MA132, Almeida, Colinas  MA, Brazil"
13.08066041,5.266562403,205,"A1, Gidan Rugga More, Sokoto State, Nigeria"
40.78426829,22.47121317,206,"Giannitsa  Mesiano, Arkhontiko, Greece"
54.32064575,44.38127492,207,"Ural, Republic of Mordovia, Russia, 431555"
-7.000584028,112.1287237,208,"Jalan Raya Tuban  Babat, Ngayung, Tuban 62383, East Java, Indonesia"
-15.91979708,-51.40767363,209,"Rodovia BR070, Aparecida do Rio Claro, Regiao Geografica Intermediaria de Sao Luis de Montes BelosIpora  GO, Brazil"
40.64434599,34.90338246,210,"Corum Osmancik Yolu, Corum, Turkey"
-31.85459318,-56.50527294,211,"Ruta 26 Brigadier General Leandro Gomez, Salto, Uruguay"
50.77677725,99.52815454,212,"UlaanUul, Hovsgel, Mongolia"
-15.26601144,-40.5992374,213,"BA263, Itambe, Itambe  BA, Brazil"
43.36302882,132.2458525,214,"unnamed road, Artyom, Primorsky Krai, Russia, 692700"
-29.43033313,-56.68831675,215,"Rodovia BR 472, Joao Arregui, Uruguaiana  RS, Brazil"
-28.52178692,117.8058408,216,"Great Northern Highway, Cooladar Hill WA, Australia"
46.58814744,106.5450657,217,"Ulaanbaatar  Mandalgovi Highway, Mongolia"
-17.41773951,-47.28391556,218,"unnamed road, Paracatu, Paracatu  MG, Brazil"
-7.811990749,-63.18604325,219,"BR319, Humaita, Humaita  AM, Brazil"
48.245508,17.92272062,220,"Pri potoku 20914, 951 32 Horna Kralova, Slovakia"
-2.758481145,-43.32910971,221,"Rodovia BR402, Povoado Algodao, Primeira Cruz  MA, Brazil"
62.47676786,149.7320448,222,"Kolyma Highway, Yagodnoye, Magadan Oblast, Russia"
-30.8805608,20.43974922,223,"unnamed road, Hantam Ward 3, Hantam Local Municipality, South Africa"
-4.17203237,-46.1326418,224,"BR222, Ferro Velho, Santa Luzia  MA, Brazil"
55.09909558,68.1881522,225,"Irtysh Highway, Kurgan Oblast, Russia"
-30.45108257,145.3468592,226,"East Toorale, Bourke Wilcannia Road, Louth NSW 2840, Australia"
-14.54216774,-56.23251665,227,"Sipal  armazem, BR163BR364MT010MT240, Diamantino  MT, Brazil"
23.32311413,77.26877587,228,"unnamed road, Parwaliya Road, 462066, Madhya Pradesh, India"
-33.27518733,-64.84741087,229,"Ruta Provincial E86, Departamento Rio Cuarto, Municipio de Achiras, Argentina"
-12.81410424,-49.89632033,230,"unnamed road, Araguacu, Regiao Geografica Intermediaria de Gurupi  TO, Brazil"
-23.61478294,147.619922,231,"Tadcaster, Capricorn Highway, Willows QLD, Australia"
-30.92465725,-69.42423583,232,"Ruta Nacional 149, Calingasta, San Juan, Argentina"
-30.85345956,21.85213066,233,"unnamed road, Kareeberg Ward 4, Kareeberg Local Municipality, South Africa"
-23.70268781,-46.24043779,234,"Rua Aparecida Adelaide dos Santos, Quatinga, Mogi das Cruzes  SP, 08751610, Brazil"
0.781174855,36.01642378,235,"Nakuru  Sigor Road, Baringo, Kenya"
20.93513979,-104.5718188,236,"unnamed road, 63974 San Valentin, NAY, Mexico"
-18.0768283,-51.03766713,237,"GO174, Rio Verde  GO, Brazil"
20.17765378,-102.2439546,238,"Autopista Zamora  Ecuandureo, MIC, Mexico"
24.68014886,-103.2541844,239,"Carretera Simon BolivarSanta Clara, General Simon Bolivar, DUR, Mexico"
-22.9091247,22.11392646,7,"TransKalahari Corridor, Lone Tree Village, Botswana"
38.44341279,27.31904002,240,"unnamed road, 35040 Bornova, Turkey"
9.227082799,5.635448923,241,"A124, Niger State, Nigeria"
-2.113850988,37.32733291,242,"unnamed road, KenyawaPoka ward, Kenya"
-27.79883739,-50.86263301,243,"Avenida Orides Delfes Furtado, Cerro Negro, SC, 88585000, Brazil"
-12.24833639,-56.41941138,244,"MT242, Itanhanga, Regiao Geografica Intermediaria de Sinop  MT, Brazil"
16.49810204,-14.54946393,11,"N 2, Coga Dieri, Senegal"
-8.142069812,-70.28875118,245,"unnamed road, Feijo, Feijo  AC, Brazil"
46.03472552,17.68366971,246,"7985 Nagydobsza, 6, Hungary"
-30.31559911,135.2932345,247,"Stuart Highway, Mount Eba SA 5720, Australia"
28.39256783,-106.9916033,248,"Carretera La JuntaCuauhtemoc, Colonia Manitoba, 31500 Campo 34 Gnadenhof, CHH, Mexico"
-6.105986521,-41.78471038,249,"Rua Jeremias Nogueira, Aroazes, Regiao Geografica Intermediaria de Teresina  PI, 64310000, Brazil"
-17.8110555,-63.1785372,250,"Tercer Anillo Interno, Santa Cruz de la Sierra, Bolivia"
-5.300176122,-41.16164097,251,"Rodovia Nenem Marinho, Tranqueira I, Regiao Geografica Intermediaria de Teresina  PI, Brazil"
12.633353,8.424316368,252,"kano  Daura Road, Kanti, Jigawa State, Nigeria"
-22.09334504,133.4247502,49,"Stuart Highway, Anmatjere NT, Australia"
62.39332598,30.74040346,253,"Ollolantie, Joensuu, Finland"
50.92458679,23.9969708,254,"816, 22523 Bereznica, Poland"
-31.90783692,-56.70952229,255,"Ruta 26 Brigadier General Leandro Gomez, Paysandu, Uruguay"
47.39232463,17.0187844,256,"9652 Nick, unnamed road, Hungary"
23.02779669,77.50686386,257,"unnamed road, Nurganj, Dahod, Madhya Pradesh, India"
-15.62515158,-58.79423215,258,"BR174, Porto Esperidiao  MT, Brazil"
-21.98729064,142.6988012,259,"Landsborough Highway, Corfield QLD, Australia"
18.51915518,98.77238509,260,"Ban Pong Cho, Ban Pong Cho Soi 3, Chiang Mai Province, Thailand"
14.42955385,-3.324885623,261,"IreliDama, Bandiagara Cercle, Mali"
-26.46503194,119.3953351,262,"Goldfields Highway, Meekatharra WA, Australia"
-7.567148834,-72.99188004,263,"Ramal do Gilberto, Mancio Lima, Mancio Lima  AC, Brazil"
-40.12884333,-66.02546209,264,"Ruta Provincial 4, Departamento Valcheta, Rio Negro Province, Argentina"
-17.74375049,123.5836312,265,"Great Northern Highway, Willare WA, Australia"
-51.90749257,-71.40447059,266,"Puente Blanco, Ruta Nacional 40, Guer Aike, Santa Cruz Province, Argentina"
62.58983503,26.33311251,267,"Rossinkylantie, Konnevesi, Finland"
-5.263186284,-36.66204746,268,"Rodovia Major Manoel Montenegro, Pendencias, Pendencias  RN, Brazil"
18.03604966,-89.06760665,269,"unnamed road, Tomas Garrido Canabal, ROO, Mexico"
-7.216017385,-39.12044548,270,"unnamed road, Antonio Linard, Missao Velha  CE, Brazil"
-16.3119538,-46.51299498,271,"unnamed road, Pedras de Marilandia, Unai  MG, Brazil"
-33.99864712,-60.21801208,272,"ExRuta Nacional 8, Partido de Arrecifes, Vina, Argentina"
39.12547661,42.18766474,273,"unnamed road, Bulanik, Turkey"
46.85142859,112.3312244,274,"Enderkhaan  BaruunUrt, Monkhkhaan, Mongolia"
0.277860404,34.69879359,275,"EshitinjiEsumeiya Road, Butsotso central ward, 50100, Kenya"
-33.74259564,-54.8510864,276,"Ruta 40, Lavalleja, Uruguay"
59.66119591,18.34235109,277,"Vasbylund, Gamla Norrtaljevagen, Vallentuna kommun, Sweden"
-28.22750409,121.0851272,278,"Goldfields Highway, Leinster WA, Australia"
31.31574437,-108.7560052,279,"Carretera Agua PrietaAscension, CHH, Mexico"
-15.99759326,142.4981177,280,"Burke Developmental Road, Maramie QLD, Australia"
27.81136921,-104.7948858,281,"Casa Blanca, Entronque La Perla  La Mula, CHH, Mexico"
-15.95085808,128.4208271,282,"Great Northern Highway, Durack WA, Australia"
-18.88741977,-50.16093597,283,"Estrada Municipal 62, Brasil, Santa Vitoria  MG, 38320, Brazil"
-41.71866502,-66.31220357,284,"Ruta Provincial 5, Departamento Valcheta, Arroyo de la Ventana, Argentina"
49.45565326,99.98248295,285,"MoronShineIderJargalant, Mongolia"
-7.686815157,-72.97707071,286,"unnamed road, Rodrigues Alves, Rodrigues Alves  AC, Brazil"
48.38266651,30.35424375,287,"N24, Holovanivsk Raion, Holovanivsk Settlement Hromada, Kirovohrad Oblast, Ukraine"
50.36664778,34.34844627,288,"T1705, Myrhorod Raion, Voronivshchyna, Poltava Oblast, 37361, Ukraine"
-31.86778377,-57.1684963,255,"Ruta 26 Brigadier General Leandro Gomez, Paysandu, Uruguay"
-41.87043996,-66.94089287,289,"Ruta Provincial 5, Departamento Nueve de Julio, Rio Negro Province, Argentina"
17.39979473,76.16341769,290,"NH548B, Solapur District, Nagansur  413227, Maharashtra, India"
-39.97927863,-64.84160962,291,"Ruta Nacional 250, Departamento Conesa, Rio Negro Province, Argentina"
14.69382841,-15.64987483,292,"unnamed road, Gaina Mbar, Senegal"
28.21711814,-104.5792527,293,"Entronque La Perla  La Mula, CHH, Mexico"
-40.13021014,-64.38444956,294,"Ruta Nacional 250, Departamento Conesa, Municipio de General Conesa, Argentina"
